LA Name,Centre Type,School Name,Address Line1,Address Line2,Address Line3,Post Code,Unique Property Reference Number (UPRN)
Aberdeenshire,Local Authority,Buchanhaven School,Hope Street,Peterhead,ABERDEENSHIRE,AB42 1HD,151085218
Aberdeenshire,Local Authority,Burnhaven School,South Road,Peterhead,ABERDEENSHIRE,AB42 0YX,151100260
Aberdeenshire,Local Authority,Crimond School,Logie Road,Crimond-Fraserburgh,ABERDEENSHIRE,AB43 8QL,151085443
Aberdeenshire,Local Authority,Crudie School,Crudie,By Turriff,ABERDEENSHIRE,AB53 5QD,151103607
Aberdeenshire,Local Authority,Fetterangus School,Ferguson Street,Fetterangus,PETERHEAD ABERDEENSHIRE,AB42 4HD,151085559
Aberdeenshire,Local Authority,Fintry School,Fintry,Turriff,ABERDEENSHIRE,AB53 5RN,151121683
Aberdeenshire,Local Authority,St Andrew's Primary School,113 Charlotte Street,Fraserburgh,ABERDEENSHIRE,AB43 9LS,151146441
Aberdeenshire,Local Authority,Fraserburgh North School,Finlayson Street,Fraserburgh,ABERDEENSHIRE,AB43 9JR,151086165
Aberdeenshire,Local Authority,Fraserburgh South Park School,Philorth Avenue,Fraserburgh,ABERDEENSHIRE,AB43 9QB,151086558
Aberdeenshire,Local Authority,Hatton (Cruden) School,Station Road,Hatton Peterhead,ABERDEENSHIRE,AB42 0HZ,151085878
Aberdeenshire,Local Authority,Inverallochy School,School Street,Inverallochy Fraserburgh,ABERDEENSHIRE,AB43 8XZ,151086440
Aberdeenshire,Local Authority,King Edward School,King Edward,Banff,ABERDEENSHIRE,AB45 3ND,151104587
Aberdeenshire,Local Authority,Kininmonth School,Kininmonth,Peterhead,ABERDEENSHIRE,AB42 4HT,151105722
Aberdeenshire,Local Authority,Longside School,22 Inn Brae,Longside Peterhead,ABERDEENSHIRE,AB42 4TP,151141675
Aberdeenshire,Local Authority,Maud Primary School,School Road,Maud,ABERDEENSHIRE,AB42 4LA,151086106
Aberdeenshire,Local Authority,Monquhitter School,Thornhill Road,Cuminestown,BY TURRIFF ABERDEENSHIRE,AB53 5WH,151086142
Aberdeenshire,Local Authority,Peterhead Central School,St Peter Street,Peterhead,ABERDEENSHIRE,AB42 1QD,151086259
Aberdeenshire,Local Authority,Clerkhill School,Cairntrodlie,Peterhead,ABERDEENSHIRE,AB42 2AX,151085388
Aberdeenshire,Local Authority,Meethill School,School Road,Peterhead,ABERDEENSHIRE,AB42 2BF,151086115
Aberdeenshire,Local Authority,Port Erroll School,Braehead Drive,Cruden Bay,ABERDEENSHIRE,AB42 0NP,151086283
Aberdeenshire,Local Authority,Rathen School,Rathen,Fraserburgh,ABERDEENSHIRE,AB43 8UL,151121855
Aberdeenshire,Local Authority,Rothienorman School,Rothienorman,Inverurie,ABERDEENSHIRE,AB51 8YE,151143529
Aberdeenshire,Local Authority,St Combs School,High Street,St Combs Fraserburgh,ABERDEENSHIRE,AB43 8YR,151086595
Aberdeenshire,Local Authority,St Fergus School,School Road,St Fergus Peterhead,ABERDEENSHIRE,AB42 3HD,151086602
Aberdeenshire,Local Authority,Sandhaven School,High Street,Sandhaven,FRASERBURGH,AB43 7EQ,151086433
Aberdeenshire,Local Authority,Tyrie School,Tyrie,Fraserburgh,ABERDEENSHIRE,AB43 7DQ,151123885
Aberdeenshire,Local Authority,Fraserburgh Academy,Dennyduff Road,Fraserburgh,ABERDEENSHIRE,AB43 9NA,151085018
Aberdeenshire,Local Authority,Stuartfield School,Stuartfield,Peterhead,ABERDEENSHIRE,AB42 5HP,151126868
Aberdeenshire,Local Authority,Fyvie School,Main Street,Fyvie Turriff,ABERDEENSHIRE,AB53 8RD,151085644
Aberdeenshire,Local Authority,Mintlaw Primary School,Longside Road,Mintlaw,ABERDEENSHIRE,AB42 5EJ,151086139
Aberdeenshire,Local Authority,New Deer School,New Deer,Turriff,ABERDEENSHIRE,AB53 6TB,151126859
Aberdeenshire,Local Authority,New Pitsligo & St John's School,School Street,New Pitsligo Fraserburgh,ABERDEENSHIRE,AB43 6NE,151012283
Aberdeenshire,Local Authority,Peterhead Academy,Prince Street,Peterhead,ABERDEENSHIRE,AB42 1SY,151086254
Aberdeenshire,Local Authority,Rosehearty School,Pitsligo Street,Rosehearty,ABERDEENSHIRE,AB43 7JL,151086443
Aberdeenshire,Local Authority,Strichen School,North Street,Strichen Fraserburgh,ABERDEENSHIRE,AB43 6SX,151086761
Aberdeenshire,Local Authority,Turriff Academy,Victoria Terrace,Turriff,ABERDEENSHIRE,AB53 4EE,151086881
Aberdeenshire,Local Authority,Anna Ritchie School,Grange Gardens,Peterhead,ABERDEENSHIRE,AB42 2AP,151085042
Aberdeenshire,Local Authority,Westfield School,Argyll Road,Fraserburgh,ABERDEENSHIRE,AB43 9BL,151087058
Aberdeenshire,Local Authority,Pitfour School,Newlands Road,Mintlaw,PETERHEAD,AB42 5GP,151501104
Aberdeenshire,Local Authority,Dales Park School,Berryden Road,Peterhead,ABERDEENSHIRE,AB42 2GD,151085455
Aberdeenshire,Local Authority,Lochpots School,Robertson Road,Fraserburgh,ABERDEENSHIRE,AB43 9BF,151086042
Aberdeenshire,Local Authority,Mintlaw Academy,Station Road,Mintlaw,PETERHEAD ABERDEENSHIRE,AB42 5FN,151100479
Aberdeenshire,Local Authority,Turriff Primary School,Meadowbank Road,Turriff,ABERDEENSHIRE,AB53 4WB,151167820
Aberdeenshire,Local Authority,Alford Primary School,Alford Community Campus,Greystone Road,ALFORD,AB33 8TY,151170847
Aberdeenshire,Local Authority,Arnage School,Auchnagatt,Ellon,ABERDEENSHIRE,AB41 8UX,151113034
Aberdeenshire,Local Authority,Balmedie School,Forsyth Road,Balmedie,ABERDEENSHIRE,AB23 8YW,151085109
Aberdeenshire,Local Authority,Barthol Chapel School,St Katherines,Inverurie,ABERDEENSHIRE,AB51 8TD,151118657
Aberdeenshire,Local Authority,Cairney School,Cairnie,By Huntly,ABERDEENSHIRE,AB54 4TQ,151101361
Aberdeenshire,Local Authority,Chapel Of Garioch School,Chapel Of Garioch,Pitcaple Inverurie,ABERDEENSHIRE,AB51 5HH,151113606
Aberdeenshire,Local Authority,Cluny School,Sauchen,Inverurie,ABERDEENSHIRE,AB51 7JQ,151113219
Aberdeenshire,Local Authority,Craigievar School,Craigievar,Alford,ABERDEENSHIRE,AB33 8JE,151105064
Aberdeenshire,Local Authority,Cultercullen School,Udny,Ellon,ABERDEENSHIRE,AB41 6QQ,151111146
Aberdeenshire,Local Authority,Daviot School,Daviot,Inverurie,ABERDEENSHIRE,AB51 0HZ,151119619
Aberdeenshire,Local Authority,Drumblade School,Drumblade,Huntly,ABERDEENSHIRE,AB54 6EQ,151112718
Aberdeenshire,Local Authority,Dunecht School,Dunecht,Westhill,ABERDEENSHIRE,AB32 7BA,151131214
Aberdeenshire,Local Authority,Echt School,Echt,Skene,ABERDEENSHIRE,AB32 6UL,151108919
Aberdeenshire,Local Authority,Ellon Primary School,Modley Place,Ellon,ABERDEENSHIRE,AB41 9BB,151085517
Aberdeenshire,Local Authority,Auchterellon School,Millwood Road,Ellon,ABERDEENSHIRE,AB41 9FA,151085068
Aberdeenshire,Local Authority,Forgue School,Forgue,Huntly,ABERDEENSHIRE,AB54 6DQ,151120155
Aberdeenshire,Local Authority,Foveran School,Main Road,Foveran,ELLON ABERDEENSHIRE,AB41 6AZ,151102993
Aberdeenshire,Local Authority,Glass School,Glass,Huntly,ABERDEENSHIRE,AB54 4YA,151113559
Aberdeenshire,Local Authority,Hatton (Fintray) School,Station Road,Hatton of Fintray,DYCE,AB21 0YG,151124344
Aberdeenshire,Local Authority,Gordon Primary School,Huntly,Aberdeenshire,,AB54 4SE,151085781
Aberdeenshire,Local Authority,Uryside School,Peregrine Drive,Inverurie,ABERDEENSHIRE,AB51 6AS,151174393
Aberdeenshire,Local Authority,Keig School,Keig,Alford,ABERDEENSHIRE,AB33 8BH,151113875
Aberdeenshire,Local Authority,Keithhall School,Keithhall,Inverurie,ABERDEENSHIRE,AB51 0LX,151107134
Aberdeenshire,Local Authority,Kennethmont School,Kennethmont,Huntly,ABERDEENSHIRE,AB54 4NP,151107687
Aberdeenshire,Local Authority,Largue School,Forgue,Huntly,ABERDEENSHIRE,AB54 6HS,151107516
Aberdeenshire,Local Authority,Logie Durno School,Pitcaple,Inverurie,ABERDEENSHIRE,AB51 5EN,151119956
Aberdeenshire,Local Authority,Lumsden School,Lumsden,Huntly,ABERDEENSHIRE,AB54 4JR,151104695
Aberdeenshire,Local Authority,Meldrum School,Meadowbank,Oldmeldrum Inverurie,ABERDEENSHIRE,AB51 0BF,151086122
Aberdeenshire,Local Authority,Methlick School,Methlick,Ellon,ABERDEENSHIRE,AB41 7DS,151109450
Aberdeenshire,Local Authority,Midmar School,Sauchen,Inverurie,ABERDEENSHIRE,AB51 7PQ,151114011
Aberdeenshire,Local Authority,Monymusk School,Monymusk,Inverurie,ABERDEENSHIRE,AB51 7HJ,151102691
Aberdeenshire,Local Authority,Newburgh Mathers School,School Road,Newburgh Ellon,ABERDEENSHIRE,AB41 6BT,151086161
Aberdeenshire,Local Authority,New Machar School,7 School Road,Newmachar,ABERDEENSHIRE,AB21 0WB,151087759
Aberdeenshire,Local Authority,Old Rayne School,Old Rayne,Insch,ABERDEENSHIRE,AB52 6RY,151102731
Aberdeenshire,Local Authority,Oyne School,Oyne,Insch,ABERDEENSHIRE,AB52 6QT,151107635
Aberdeenshire,Local Authority,Pitmedden School,Pitmedden,Ellon,ABERDEENSHIRE,AB41 7NY,151107346
Aberdeenshire,Local Authority,Port Elphinstone School,School Road,Port Elphinstone Inverurie,ABERDEENSHIRE,AB51 3XJ,151086281
Aberdeenshire,Local Authority,Premnay School,Premnay,Insch,ABERDEENSHIRE,AB52 6QA,151106790
Aberdeenshire,Local Authority,Rayne North School,Meikle Wartle,Inverurie,ABERDEENSHIRE,AB51 5BY,151112843
Aberdeenshire,Local Authority,Rhynie School,Essie Road,Rhynie Huntly,ABERDEENSHIRE,AB54 4GF,151086403
Aberdeenshire,Local Authority,Skene School,Skene,Aberdeenshire,,AB32 6YJ,151109319
Aberdeenshire,Local Authority,Slains School,"Operating from: Port Erroll School, Braehead Drive",Cruden Bay,ABERDEENSHIRE,AB42 0NP,151112960
Aberdeenshire,Local Authority,Strathdon School,Strathdon,Aberdeenshire,,AB36 8UR,151104388
Aberdeenshire,Local Authority,Tipperty School,Logie Road,Tipperty Ellon,ABERDEENSHIRE,AB41 8LT,151101334
Aberdeenshire,Local Authority,Tough School,Tough,Alford,ABERDEENSHIRE,AB33 8ES,151118804
Aberdeenshire,Local Authority,Towie School,Glenkindie,Alford,ABERDEENSHIRE,AB33 8RN,151112416
Aberdeenshire,Local Authority,Udny Green School,Udny Green,Ellon,ABERDEENSHIRE,AB41 7RS,151118592
Aberdeen City,Local Authority,Riverbank School,Dill Road,Tillydrone,ABERDEEN,AB24 2XL,9051054562
Aberdeenshire,Local Authority,Westhill Primary School,Westhill Drive,Westhill,ABERDEENSHIRE,AB32 6FY,151101897
Aberdeen City,Local Authority,Westpark School,Cruden Crescent,Northfield,ABERDEEN,AB16 7JD,9051026695
Aberdeenshire,Local Authority,Kemnay Primary School,Grove Road,Kemnay Inverurie,ABERDEENSHIRE,AB51 5RA,151085965
Aberdeen City,Local Authority,Heathryburn School,Howes Road,,ABERDEEN,AB16 7RW,9051317011
Aberdeenshire,Local Authority,Alford Academy,Alford Community Campus,Greystone Road,ALFORD,AB33 8TY,151170828
Aberdeenshire,Local Authority,Ellon Academy,Community Campus,Kellie Pearl Way,ELLON,AB41 8LF,151167407
Aberdeenshire,Local Authority,The Gordon Schools,Castle Street,Huntly,ABERDEENSHIRE,AB54 4SE,151085781
Aberdeenshire,Local Authority,Insch School,Alexander Street,Insch,ABERDEENSHIRE,AB52 6JH,151085935
Aberdeenshire,Local Authority,Inverurie Academy,"Inverurie Community Campus, Victoria Street",Inverurie,ABERDEENSHIRE,AB51 3QZ,151179738
Aberdeenshire,Local Authority,Strathburn School,Strathburn Gardens,Inverurie,ABERDEENSHIRE,AB51 4RY,151651276
Aberdeenshire,Local Authority,Kintore School,Castle Walk,Kintore,ABERDEENSHIRE,AB51 0RU,151650920
Aberdeenshire,Local Authority,St Andrew's School,"Inverurie Community Campus, Jackson Street",Inverurie,ABERDEENSHIRE,AB51 3AD,151179739
Aberdeenshire,Local Authority,Kellands School,Upper Manse Road,Inverurie,ABERDEENSHIRE,AB51 3YH,151101765
Aberdeenshire,Local Authority,Kinellar School,Fintray Road,Blackburn,ABERDEENSHIRE,AB21 0SR,151129352
Aberdeenshire,Local Authority,Meldrum Academy,Colpy Road,Oldmeldrum,ABERDEENSHIRE,AB51 0NT,151086237
Aberdeenshire,Local Authority,Alehousewells School,Bremner Way,Kemnay Inverurie,ABERDEENSHIRE,AB51 5FW,151085026
Aberdeenshire,Local Authority,Crombie School,Hays Way,Westhill Skene,ABERDEENSHIRE,AB32 6XZ,151085444
Aberdeenshire,Local Authority,Meiklemill School,Provost Davidson Drive,Ellon,ABERDEENSHIRE,AB41 9BQ,151086119
